,m001_ALL0_4,m002_ALL5_14,m003_ALL15_34,m004_ALL0_34,m005_ALL35_69,m006_ALL70_79,m007_MEDICALb,m008_MEDICALc,m009_NONMEDb,m010_NONMEDc,m011_INFECTb,m012_INFECTc,m013_INTESTINb,m014_INTESTINc,m015_PULMTBb,m016_PULMTBc,m017_OTHERTBb,m018_OTHERTBc,m019_VIRALHEPb,m020_VIRALHEPc,m021_SCHISTOc,m022_ALLCAb,m023_ALLCAc,m024_MOUTHCAc,m025_NASOPCAc,m026_NPConlyc,m027_OESOPHCAc,m028_OESOPHCAc,m029_COLRECCAc,m030_LIVERCAb,m031_LIVERCAc,m032_PANCRSCAc,m033_BLADDCAc,m034_LARYNXCAc,m039_BRAINCAc,m040_LYMPHOMAc,m041_LEUKEMIAb,m042_LEUKEMIAc,m043_ENDOCRINb,m044_ENDOCRINc,m045_DIABETESc,m046_MALNUTRIb,m047_MALNUTRIc,m048_BLOODb,m049_BLOODc,m050_MENTALb,m051_MENTALc,m052_NERVOUSb,m053_NERVOUSc,m054_MENINGITb,m055_MENINGITc,m056_EPILEPSYb,m057_EPILEPSYc,m058_ALLVASCb,m059_ALLVASCc,m060_RHEUMHDb,m061_RHEUMHDc,m062_HYPTENSc,m063_IHDc,m064_STROKEb,m065_STROKEc,m066_VASC_STRb,m067_VASC-STRc,m068_ALLRESPb,m069_ALLRESPc,m070_PNEUMONb,m071_PNEUMONc,m072_COPDc,m073_DIGESTIVb,m074_DIGESTIVc,m075_PEPULCERc,m076_ENTCOLc,m077_INTESTOBc,m078_CIRRHOSb,m079_CIRRHOSc,m080_TOTLIVRb,m081_TOTLIVRc,m082_GALLBILc,m083_GENITURc,m086_RENALc,m089_ALLSKINc,m090_MUSCSKELc,m091_ILL_DEFb,m092_ILL_DEFc,m093_ACCIDENTb,m094_ACCIDENTc,m095_ROADACCb,m096_ROADACCc,m097_DROWNb,m098_DROWNc,m099_SUICIDEb,m100_SUICIDEc,m101_HOMICIDEb,m102_HOMICIDEc,m103_INFANT,m105_ALLCUMa,m106_MEDICALa,m107_NONMEDa,m108_RESPINFa,m109_ALLGIa,m110_CONGENITa,m111_NTDa,m112_CONGENHDa,m113_PERINATa,m114_LOWBTHWTa,m115_BTHTRAUMa,m116_RDSa,m117_NEOTETANa,m118_MALNUTRIa,m119_DROWNa
p007,0.0,0.5109270464160343,-0.0,0.0,0.0,-0.25161344893037535,0.0,-0.0,0.0,0.0,1.4687459987350295,2.2010497888834877,0.0,-0.0,-0.0,0.1029368529128593,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.228817309147426,1.268363605172221,-0.0,0.0,-0.42886025138461364,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.055128916594207565,-0.0,-0.0,-0.5627504582820662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.3198099218978354,-0.0,0.6177774305319436,-0.0,0.7971990192585031,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.2203498917539084,0.0,-0.0,0.0,-0.0,0.0,1.455291882214857,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.4732755663891739,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
p008,-0.0,-0.0,4.942320611422743,-0.0,0.0,1.257964143113765,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.5418984724589663,0.0022231242891503477,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.06476105127457911,0.0,-0.0,-0.0,9.620866280209997,9.265566407082598,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.120616537975972,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.05620248446783612,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0036688817785327887,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.010812200917115657,-0.0,0.0
p009,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.258504672542566,-0.19090731235807637,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-1.1237901741211427,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
p010,0.0,-0.0,3.1948381865266113,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.03739504623343948,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.6474733245252997,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2541457730705423,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.12659503497530525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.011263079526652835,-0.0,0.0
p011,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.48672902992334954,0.03587853803797121,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.6461936454710548,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.17807704949981087,-0.3114973568500985,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
p012,0.0,0.0,-4.5017763305315865,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.39876298903458884,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.02167094665358153,-0.0,0.0,0.0,-0.0,0.08960122979560006,0.2147658327117371,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.023928839981507008,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.6800454485989863,-0.0,-0.0,-0.0,0.0,-0.0,-1.1737619802602592,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-2.1897845992477967,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.06911152798933194,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
p013,-0.0,0.0,1.7512721487365241,0.0,-0.0,-0.2594530487169867,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.051030623577454824,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.07363582324026748,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.5146954088214628,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.016252433675559716,-1.42314598558348,0.0,-0.0,0.0,0.0,-0.0,-0.017105188044693367,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.3176563377063593,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.2022688068010535,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.014002409207636948,0.0,-0.0
p014,-0.0,0.0,0.0,-0.0,0.0,-1.2013312892314665,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,3.4446648508908414e-05,0.3572881426005054,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.2879058690831744,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.5977064452259544,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.9386960692911215,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.07771596034192224,0.469757398907792,-0.23286523409435794,-2.6040128257624233,-0.0,-2.7210840311233375,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.19672346224603054,0.04105860235715727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
p015,-0.0,-5.419463350475216,-1.873778332974332,-0.3885172598070313,-0.0,-0.48153020023300946,-4.114628413093147,-0.0,-0.0,0.0,-0.8840214070651029,-2.9296572556946447,0.0,0.0,0.0,-2.4562065059585505,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.3608749384197086,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0988350228111403,0.0,-0.0,-0.0,-7.072196131566081,-1.481344917032526,-0.0,-1.3653916920290712,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.21495371334327507,0.03284538867929974,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
p016,0.0,0.0,-0.0,2.86330461827201,-0.0,-0.15423034327209223,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.684195912023497,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.03813191159405235,0.011057203190937897,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,9.423866182201214,0.0,-0.0,-0.0,2.56393237731336,0.7116683260195634,-0.0,1.0801891594823958,-0.0,-0.0,0.010397671854263607,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8471826641140969,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,1.8515356717816627,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.13506245076760037,0.32152885011661725,-0.0,0.03522735713556631,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
p017,-0.0,-0.0,0.7653345587103311,-0.0,-0.0,0.12870232207675553,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.12006985353894001,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.13992979077942988,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.2024973578249423,0.0,0.0,-0.026396735889847728,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5018257675889481,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.07523050331099233,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0139122538144349,-0.0,0.0
p018,-0.0,0.0,4.468843977705468,0.0,-0.0,-1.7789708209074844,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.2493793720909386,0.047736141271930786,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.7807136778300139,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.14683886271811458,-0.0,-0.0,-0.1087610529149193,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.6159216106601735,0.0,-9.556684579540919,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.027325541739448803,0.0,0.0,0.0,0.0,0.0,-0.0,0.48094901729159717,0.0,0.0,-0.27428052001406017,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.4726507816497124,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
p019,-0.0,-0.0,-1.6655011927989594,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03143773623225386,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41710714213739936,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.30479811939309065,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-2.3938260655022487,-7.248498139969608,-2.381424243726404,-0.0,-4.6539300008575974,-0.0,0.0,0.0,0.0,0.0,0.011254173140804376,0.0,0.0,0.0,-0.0,0.10666697709873756,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.3864250029653218,-0.058526611064425194,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
p020,-0.0,0.0,0.0,-0.0,0.0,1.6522171793423086,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.005391696414877887,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.14108085194711623,-0.0,0.0,0.0,-0.0,0.0,0.14757540971178898,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.05103961059972254,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.43129600290980163,0.0,0.39495720683857477,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.9360140610502375,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.018430621212279195,-0.0,-0.0
p021,-0.0,0.0,-0.0,0.0,-0.0,-5.2878426001934375e-05,0.0,-0.0,0.0,0.0,0.0,9.44266660013796,-0.0,0.0,0.8490948231376102,6.363829563728925,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.1555286656481501,0.0,0.0,0.0,-0.0,-11.053210395488763,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.04398233326363015,-0.0,-0.0,0.0,-0.0,0.22085492399790357,0.0,0.5729397533100882,0.013090170046975309,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.710259878358715,0.0,0.09739095373146939,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03488343445650524,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
r003,-0.0,-0.0,-5.552217677678804,-10.264929951511736,0.0,-0.0,-11.54130766811492,0.0,-0.0,0.0,-7.45199023526674,-0.0,-0.3260770552656345,0.06321546106002428,-1.154185201991281,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.9660506289247232,0.0,0.0,-0.0,0.0,-0.0,0.0,-5.29041858422186,0.0,-5.242664986915171,-0.0,0.0,-0.45292178924332227,-1.2196804383119584,-1.294319057586024,-0.0,-0.4720446919285056,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.18112262879701654,-0.6905782509433902,0.0,-0.2484247163994112,-0.5659417809408962,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
r005,0.0,0.0,-1.2184205673201594,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22.988245852739972,0.06459939200916921,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.00945877957380033,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.045983122758979415,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.08970996996327431,-0.0,-0.0
q242,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.7444736853994376,-0.028312084489906093,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,4.300558945577382,0.043691659695071786,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.2862750855333506,-0.0,0.0,0.5220526053996131,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.07161511457351735,0.0,-0.0,1.5052317386540757,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.9948038012844979,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03011970661199717,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
u008,-0.0,-0.0,0.018516198347360423,-0.0,0.0,0.0036112229967206547,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.4860009782953161,-0.15692752995196263,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.8014980003846397,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.20407047628186795,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
u010,-0.0,0.0,-1.156964416215581,-0.0,0.0,0.4437246558379429,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.24051507358533517,-0.11878879445590391,-3.357803706442551,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-9.863056659135863,0.0,0.0016335816737176095,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.06429024126266884,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.05653099674146415,-7.239675552981873,0.0,0.0,0.0,0.0,0.0,-0.6409372030433482,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2146766572349577,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7069601001818411,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.174615405837856,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.03759194517617519,-0.0,0.0
u011,0.0,0.8490470357752706,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22875109956659437,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.012023756530872311,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.02874447555574453,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,17.58844965558053,0.25722692049933027,0.0,1.5360902935609733,0.0,1.8771761569743224,0.40595802265753017,0.0,0.0,-0.0,0.0,0.0,0.0,-0.05694982289094162,0.0,-0.0,-0.0,-0.0,0.10651463642553766,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.01924125579810232,0.1359227998620384,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.260389344611492,0.0,-0.0
u012,-0.0,-3.1922746761851406,2.1727494414986617,-0.0,0.0,0.38298951396675907,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.38177539236696817,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.038915221663107166,0.0,-0.0,-0.08786617065399664,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.009734993642772104,-3.004402545442471,-0.0,-2.665469774061591,-0.0,-0.0,-0.0,-0.44464623634449807,-0.0,0.0,-0.0,0.0,-0.3033466161024228,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.022255179194511074,-0.026672334078268342,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
u013,-0.0,-0.0,0.0,-4.930514788977035,0.0,0.0045715013609597,-4.348457539293224,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.14698752203987683,0.0,-0.0,-0.0,3.0432544045907113,12.310390826343943,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.03124089999586147,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.3850484666548701,-0.0,-0.20778305850768336,-0.0,0.0,-0.25998288058456376,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0010181060288266554,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.6592522331819,-1.1142328411619868,-0.0,-0.01421768391259972,-0.14916384393141024,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
